"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"an absolute pluspoint#strongpositive";"1";"1";"1";"a absolute pluspoint";"D G N";"an#78 absolute#1 pluspoint#1"
"cheaper off resort#negative";"1";"1";"1";"cheaper off resort";"G P N";"cheaper#1 off#13 resort#31"
"ancient charme outside#positive";"1";"1";"1";"ancient charme outside";"G N N";"ancient#1 charme#2 outside#18"
"can be recomended#positive";"1";"1";"1";"can be recomended";"O V V";"can#81 be#115 recomended#1"
"very well secured#strongpositive";"1";"1";"1";"very well secure";"A A V";"very#458 well#84 secured#1"
"out of order#negative";"1";"1";"1";"out of order";"P P N";"out#48 of#490 order#4"
"easy to find#positive";"1";"1";"1";"easy to find";"G P V";"easy#16 to#771 find#21"
"such a huge#positive";"1";"1";"1";"such a huge";"G D G";"such#15 a#833 huge#10"
"had some issues#negative";"1";"1";"1";"have some issue";"V D N";"had#154 some#65 issues#4"
"will defiantly return#positive";"1";"1";"1";"will defiantly return";"O A V";"will#63 defiantly#1 return#9"
"of decent size#positive";"1";"1";"1";"of decent size";"P G N";"of#490 decent#8 size#17"
"not powerful enough#negative";"1";"1";"1";"not powerful enough";"A G N";"not#259 powerful#1 enough#31"
"free of charge#positive";"1";"1";"1";"free of charge";"G P N";"free#42 of#490 charge#5"
"the only down#negative";"1";"1";"1";"the only down";"D G A";"the#2027 only#84 down#19"
"served on sundays#positive";"1";"1";"1";"serve on Sundays";"V P R";"served#7 on#161 sundays#1"
"work very hard#strongpositive";"1";"1";"1";"work very hard";"V A G";"work#21 very#458 hard#13"
"a little rough#negative";"1";"1";"1";"a little rough";"D A G";"a#833 little#47 rough#1"
"wasn ' clean#negative";"1";"1";"1";"wasn ' clean";"N O G";"wasn#9 '#24 clean#131"
"well · equipped#positive";"1";"1";"1";"well · equip";"A G V";"well#84 ·#216 equipped#6"
"the major downside#negative";"1";"1";"1";"the major downside";"D G N";"the#2027 major#6 downside#3"
"won 't return#negative";"1";"1";"1";"win 't return";"V A V";"won#1 't#95 return#9"
"felt very welcome#positive";"1";"1";"1";"feel very welcome";"V A G";"felt#7 very#458 welcome#14"
"not the nicest#negative";"1";"1";"1";"not the nicest";"A D G";"not#259 the#2027 nicest#3"
"could be better#negative";"1";"1";"1";"can be good";"O V G";"could#42 be#115 better#33"
"within 7 minutes#positive";"1";"1";"1";"within 7 minute";"P O N";"within#11 7#8 minutes#29"
"not fully ready#negative";"1";"1";"1";"not fully ready";"A A G";"not#259 fully#2 ready#5"
"nothing special !!!#negative";"1";"1";"1";"Nothing special !!!";"R G N";"nothing#27 special#17 !!!#8"
"what a shame#negative";"1";"1";"1";"what a shame";"Q D N";"what#39 a#833 shame#3"
"full of dust#negative";"1";"1";"1";"full of dust";"G P N";"full#14 of#490 dust#4"
"treated like family#positive";"1";"1";"1";"treat like family";"V P A";"treated#6 like#56 family#18"
"right behind flamingo#positive";"1";"1";"1";"right behind Flamingo";"N P R";"right#11 behind#3 flamingo#1"
"well laid out#positive";"1";"1";"1";"well lay out";"A V P";"well#84 laid#2 out#48"
"below my expectations#negative";"1";"1";"1";"below my expectation";"P Q N";"below#5 my#141 expectations#9"
"liked a lot#positive";"1";"1";"1";"like a lot";"V D N";"liked#12 a#833 lot#33"
"has no shadows#positive";"1";"1";"1";"have no shadow";"V D N";"has#28 no#105 shadows#1"
"a little chaos#negative";"1";"1";"1";"a little chaos";"D G N";"a#833 little#47 chaos#1"
"almost newly decorated#positive";"1";"1";"1";"almost newly decorate";"A A V";"almost#8 newly#1 decorated#7"
"really worth visiting#strongpositive";"1";"1";"1";"really worth visiting";"A G N";"really#92 worth#21 visiting#3"
"just a dream#strongpositive";"1";"1";"1";"just a dream";"A D N";"just#65 a#833 dream#2"
"not very pretty#negative";"1";"1";"1";"not very pretty";"A A A";"not#259 very#458 pretty#11"
"smelt of sewage#negative";"1";"1";"1";"smelt of sewage";"N P N";"smelt#2 of#490 sewage#1"
"with sea views#positive";"1";"1";"1";"with sea view";"P N N";"with#296 sea#15 views#8"
"just out of#positive";"1";"1";"1";"just out of";"A P P";"just#65 out#48 of#490"
"very very little#strongnegative";"1";"1";"1";"very very little";"A A G";"very#458 very#458 little#47"
"weren 't interested#negative";"1";"1";"1";"weren 't interested";"G A G";"weren#3 't#95 interested#5"
"closes at 7#negative";"1";"1";"1";"close at 7";"V P O";"closes#1 at#214 7#8"
"a bit repeatative#negative";"1";"1";"1";"a bit repeatative";"D N N";"a#833 bit#25 repeatative#1"
"up to expectations#positive";"1";"1";"1";"up to expectation";"P P N";"up#21 to#771 expectations#9"
"a dive !#negative";"1";"1";"1";"a dive !";"D N O";"a#833 dive#3 !#234"
"luke warm !#negative";"1";"1";"1";"luke warm !";"G N O";"luke#1 warm#13 !#234"
"would stay again#positive";"1";"1";"1";"would stay again";"O V A";"would#88 stay#129 again#58"
"not well cleaned#negative";"1";"1";"1";"not well clean";"A A V";"not#259 well#84 cleaned#13"
"full of errors#negative";"1";"1";"1";"full of error";"G P N";"full#14 of#490 errors#2"
"not enough choice#negative";"1";"1";"1";"not enough choice";"A A N";"not#259 enough#31 choice#34"
"in other part#positive";"1";"1";"1";"in other part";"P G N";"in#626 other#55 part#12"
"really uncomfortable !#strongnegative";"1";"1";"1";"really uncomfortable !";"A G O";"really#92 uncomfortable#3 !#234"
"higly recommended !!!!!!#strongpositive";"1";"1";"1";"higly recommend !!!!!!";"A V O";"higly#2 recommended#10 !!!!!!#1"
"not for holidays#negative";"1";"1";"1";"not for holiday";"A P N";"not#259 for#419 holidays#14"
"a deal breaker#negative";"1";"1";"1";"a deal breaker";"D N N";"a#833 deal#3 breaker#1"
"really poor quality#strongnegative";"1";"1";"1";"really poor quality";"A G N";"really#92 poor#27 quality#25"
"a good enough#positive";"1";"1";"1";"a good enough";"D G G";"a#833 good#275 enough#31"
"was taking place#negative";"1";"1";"1";"be take place";"V V N";"was#626 taking#5 place#68"
"had to change#negative";"1";"1";"1";"have to change";"V P V";"had#154 to#771 change#7"
"a little low#negative";"1";"1";"1";"a little low";"D G G";"a#833 little#47 low#10"
"cold most days#negative";"1";"1";"1";"cold much day";"G A N";"cold#6 most#39 days#32"
"re · purposed#negative";"1";"1";"1";"re · purpose";"G N V";"re#1 ·#216 purposed#1"
"spotty at best#negative";"1";"1";"1";"spotty at good";"G P G";"spotty#1 at#214 best#64"
"was going on#negative";"1";"1";"1";"be go on";"V V A";"was#626 going#19 on#161"
"litle bit serious#negative";"1";"1";"1";"litle bit serious";"G A G";"litle#1 bit#25 serious#4"
"very very borring#strongnegative";"1";"1";"1";"very very borring";"A A V";"very#458 very#458 borring#2"
"hope to be#positive";"1";"1";"1";"hope to be";"V P V";"hope#8 to#771 be#115"
"in the top#strongpositive";"1";"1";"1";"in the top";"P D N";"in#626 the#2027 top#21"
"near to monmarte#positive";"1";"1";"1";"near to monmarte";"P P V";"near#27 to#771 monmarte#2"
"very lovely arranged#strongpositive";"1";"1";"1";"very lovely arrange";"A G V";"very#458 lovely#29 arranged#1"
"will not forget#positive";"1";"1";"1";"will not forget";"O A V";"will#63 not#259 forget#2"
"2 minutes walking#positive";"1";"1";"1";"2 minute walking";"O N N";"2#40 minutes#29 walking#30"
"let it down#negative";"1";"1";"1";"let it down";"V Q A";"let#7 it#302 down#19"
"very very poor#strongnegative";"1";"1";"1";"very very poor";"A A G";"very#458 very#458 poor#27"
"very plaesantly surprised#strongpositive";"1";"1";"1";"very plaesantly surprised";"A A G";"very#458 plaesantly#1 surprised#4"
"lots of space#positive";"1";"1";"1";"lot of space";"N P N";"lots#12 of#490 space#12"
"opened till late#positive";"1";"1";"1";"open till late";"V A A";"opened#2 till#5 late#8"
"can be recommended#positive";"1";"1";"1";"can be recommend";"O V V";"can#81 be#115 recommended#10"
"will not recommend#negative";"1";"1";"1";"will NOT recommend";"O V V";"will#63 not#259 recommend#39"
"a great discovery#strongpositive";"1";"1";"1";"a great discovery";"D G N";"a#833 great#156 discovery#2"
"the only advantage#negative";"1";"1";"1";"the only advantage";"D G N";"the#2027 only#84 advantage#5"
"furnished decently well#positive";"1";"1";"1";"furnished decently well";"G A A";"furnished#7 decently#1 well#84"
"very well conected#strongpositive";"1";"1";"1";"Very well conected";"R A V";"very#458 well#84 conected#1"
"willing to assist#positive";"1";"1";"1";"willing to assist";"G P V";"willing#5 to#771 assist#1"
"would happily return#positive";"1";"1";"1";"would happily return";"O A V";"would#88 happily#2 return#9"
"spiderweb on the#negative";"1";"1";"1";"spiderweb on the";"N P D";"spiderweb#1 on#161 the#2027"
"at 2 steps#positive";"1";"1";"1";"at 2 step";"P O N";"at#214 2#40 steps#6"
"lot of homeless#negative";"1";"1";"1";"lot of homeless";"N P N";"lot#33 of#490 homeless#1"
"the moct convenient#strongpositive";"1";"1";"1";"the moct convenient";"D G N";"the#2027 moct#1 convenient#8"
"by the sea#positive";"1";"1";"1";"by the sea";"P D N";"by#52 the#2027 sea#15"
"close to airport#negative";"1";"1";"1";"close to airport";"A P N";"close#50 to#771 airport#32"
"a perfume taste#negative";"1";"1";"1";"a perfume taste";"D G N";"a#833 perfume#3 taste#4"
"at no cost#positive";"1";"1";"1";"at no cost";"P D N";"at#214 no#105 cost#5"
"a big advantage#positive";"1";"1";"1";"a big advantage";"D G N";"a#833 big#42 advantage#5"
"had great time#positive";"1";"1";"1";"have great time";"V G N";"had#154 great#156 time#74"
"can 't open#negative";"1";"1";"1";"can 't open";"O A V";"can#81 't#95 open#3"
"boasts outstanding architecture#positive";"1";"1";"1";"boast outstanding architecture";"V G N";"boasts#2 outstanding#5 architecture#5"
"really good help#positive";"1";"1";"1";"really good help";"A G N";"really#92 good#275 help#19"
"a definete improvement#positive";"1";"1";"1";"a definete improvement";"D N N";"a#833 definete#1 improvement#2"
"needs a restoration#negative";"1";"1";"1";"needs a restoration";"V D N";"needs#14 a#833 restoration#1"
"overlooking the sea#positive";"1";"1";"1";"overlook the sea";"V D N";"overlooking#1 the#2027 sea#15"
"felt very cramped#negative";"1";"1";"1";"feel very cramp";"V A V";"felt#7 very#458 cramped#1"
"the most enjoyable#strongpositive";"1";"1";"1";"the much enjoyable";"D A G";"the#2027 most#39 enjoyable#6"
"easy to sleep#positive";"1";"1";"1";"easy to sleep";"G P V";"easy#16 to#771 sleep#12"
"for a relax#positive";"1";"1";"1";"for a relax";"P D N";"for#419 a#833 relax#17"
"asking for renovation#negative";"1";"1";"1";"ask for renovation";"V P N";"asking#3 for#419 renovation#7"
"not to many#negative";"1";"1";"1";"not to many";"A P V";"not#259 to#771 many#31"
"is worth trying#positive";"1";"1";"1";"be worth try";"V G V";"is#610 worth#21 trying#7"
"never get lost#positive";"1";"1";"1";"never get lose";"A V V";"never#23 get#49 lost#3"
"higher than usual#negative";"1";"1";"1";"higher than usual";"G P G";"higher#3 than#23 usual#5"
"definitely worths it#strongpositive";"1";"1";"1";"definitely worths it";"A V Q";"definitely#25 worths#1 it#302"
"such a friendly#strongpositive";"1";"1";"1";"such a friendly";"D D G";"such#15 a#833 friendly#126"
"had everything essential#positive";"1";"1";"1";"have everything essential";"V N G";"had#154 everything#52 essential#1"
"reasonably · priced#positive";"1";"1";"1";"reasonably · price";"A G V";"reasonably#1 ·#216 priced#4"
"make nice comments#positive";"1";"1";"1";"make nice comment";"V G N";"make#19 nice#168 comments#3"
"never went hungry#positive";"1";"1";"1";"never go hungry";"A V G";"never#23 went#18 hungry#1"
"a bit annoying#negative";"1";"1";"1";"a bit annoy";"D N V";"a#833 bit#25 annoying#4"
"nor too small#positive";"1";"1";"1";"nor too small";"C A G";"nor#2 too#42 small#68"
"would definately recommend#strongpositive";"1";"1";"1";"would definately recommend";"O A V";"would#88 definately#2 recommend#39"
"will always remember#positive";"1";"1";"1";"will always remember";"O A V";"will#63 always#46 remember#2"
"at affordable prices#positive";"1";"1";"1";"at affordable price";"P G N";"at#214 affordable#5 prices#2"
"only 10 minutes#positive";"1";"1";"1";"only 10 minute";"A O N";"only#84 10#8 minutes#29"
"running like crazy#negative";"1";"1";"1";"run like crazy";"V P G";"running#5 like#56 crazy#2"
"work really hard#positive";"1";"1";"1";"work really hard";"V A G";"work#21 really#92 hard#13"
"all the evenings#positive";"1";"1";"1";"all the evening";"D D N";"all#188 the#2027 evenings#1"
"not too big#positive";"1";"1";"1";"not too big";"A A G";"not#259 too#42 big#42"
"were not sure#negative";"1";"1";"1";"be not sure";"V A G";"were#230 not#259 sure#14"
"didn 't recieve#negative";"1";"1";"1";"Didn 't recieve";"R A V";"didn#22 't#95 recieve#1"
"with low signal#negative";"1";"1";"1";"with low signal";"P G N";"with#296 low#10 signal#2"
"far from paris#negative";"1";"1";"1";"far from Paris";"A P R";"far#14 from#148 paris#27"
"near the sea#positive";"1";"1";"1";"near the sea";"P D N";"near#27 the#2027 sea#15"
"full of character#positive";"1";"1";"1";"full of character";"A P N";"full#14 of#490 character#1"
"with twin mattresses#negative";"1";"1";"1";"with twin mattress";"P G N";"with#296 twin#2 mattresses#2"
"a bit small#negative";"1";"1";"1";"a bit small";"D N G";"a#833 bit#25 small#68"
"need a car#negative";"1";"1";"1";"need a car";"V D N";"need#23 a#833 car#11"
"can not fault#positive";"1";"1";"1";"can not fault";"O A V";"can#81 not#259 fault#5"
"didn 't experience#positive";"1";"1";"1";"didn 't experience";"V G P";"didn#22 't#95 experience#20"
"not much light#negative";"1";"1";"1";"not much light";"A G N";"not#259 much#35 light#3"
"feeling of luxury#positive";"1";"1";"1";"feeling of luxury";"N P N";"feeling#1 of#490 luxury#11"
"there aren 't#negative";"1";"1";"1";"there aren 't";"O V A";"there#213 aren#2 't#95"
"felt very good#strongpositive";"1";"1";"1";"feel very good";"V A G";"felt#7 very#458 good#275"
"close to metro#positive";"1";"1";"1";"close to metro";"G P N";"close#50 to#771 metro#12"
"limited to two#negative";"1";"1";"1";"limit to two";"V P O";"limited#5 to#771 two#30"
"as cheap hotel#negative";"1";"1";"1";"as cheap hotel";"A G N";"as#145 cheap#19 hotel#680"
"don 't refund#negative";"1";"1";"1";"don 't refund";"V A V";"don#35 't#95 refund#2"
"couldn 't handle#negative";"1";"1";"1";"couldn 't handle";"N A V";"couldn#5 't#95 handle#1"
"not very convenient#negative";"1";"1";"1";"not very convenient";"A A G";"not#259 very#458 convenient#8"
"really enjoyed !#strongpositive";"1";"1";"1";"Really enjoy !";"R V O";"really#92 enjoyed#26 !#234"
"are far better#negative";"1";"1";"1";"be far good";"V A G";"are#218 far#14 better#33"
"had people smoking#negative";"1";"1";"1";"have person smoke";"V N V";"had#154 people#54 smoking#6"
"would be good#negative";"1";"1";"1";"would be good";"O V G";"would#88 be#115 good#275"
"there was never#positive";"1";"1";"1";"there be never";"O V A";"there#213 was#626 never#23"
"with a lake#positive";"1";"1";"1";"with a lake";"P D N";"with#296 a#833 lake#1"
"a great pleasure#strongpositive";"1";"1";"1";"a great pleasure";"D G N";"a#833 great#156 pleasure#5"
"more than enough#positive";"1";"1";"1";"more than enough";"G P A";"more#50 than#23 enough#31"
"there 's not#negative";"1";"1";"1";"there have not";"O V A";"there#213 's#82 not#259"
"crowded as hell#strongnegative";"1";"1";"1";"crowd as hell";"V P N";"crowded#9 as#145 hell#1"
"very welcoming !#strongpositive";"1";"1";"1";"Very welcome !";"R V O";"very#458 welcoming#6 !#234"
"not coming back#negative";"1";"1";"1";"not come back";"A V A";"not#259 coming#13 back#59"
"planning to return#positive";"1";"1";"1";"plan to return";"V P V";"planning#2 to#771 return#9"
"not much choice#negative";"1";"1";"1";"not much choice";"A G N";"not#259 much#35 choice#34"
"not well selected#negative";"1";"1";"1";"not well select";"A A V";"not#259 well#84 selected#1"
"extremely well trained#strongpositive";"1";"1";"1";"extremely well train";"A A V";"extremely#13 well#84 trained#2"
"speak excellent english#strongpositive";"1";"1";"1";"speak excellent English";"V G R";"speak#13 excellent#98 english#26"
"in amazing condition#strongpositive";"1";"1";"1";"in amazing condition";"P G N";"in#626 amazing#19 condition#10"
"the only minus#negative";"1";"1";"1";"the only minus";"D G N";"the#2027 only#84 minus#4"
"takes some time#negative";"1";"1";"1";"take some time";"V D N";"takes#8 some#65 time#74"
"a bit tired#negative";"1";"1";"1";"a bit tired";"D A G";"a#833 bit#25 tired#5"
"very well serviced#strongpositive";"1";"1";"1";"very well service";"A A V";"very#458 well#84 serviced#1"
"with little choices#negative";"1";"1";"1";"with little choice";"C G N";"with#296 little#47 choices#4"
"serves cheap carlsberg#positive";"1";"1";"1";"serve cheap Carlsberg";"V G R";"serves#1 cheap#19 carlsberg#1"
"will not honor#negative";"1";"1";"1";"will not honor";"O A V";"will#63 not#259 honor#2"
